survdate,camp,zone,wsconst,respondentsex,respondentage,hhhead,hhsize,chhhsize,maleless18,male1860,malemore60,femaleless18,female1860,femalemore60,psn,psncat_1,psncat_2,psncat_3,psncat_4,psncat_5,psncat_6,psncat_7,education,countryoforigin,source,sourceunav,sourceunavdays,a_source_2,sourceotheract_1,sourceotheract_2,sourceotheract_3,sourceotheract_4,sourceotheract_5,sourceotheract_6,sourceotheract_7,sourceotheract_8,sourceotheract_9,sourceotheract_10,sourceotheract_11,sourceotheract_96,sourceotheract_98,container,x_tot_vol_collected_potable,xtot_coll_potaprot,x_tot_vol_collected_all,x_tot_container_clean,x_percent_container_clean,x_tot_vol_storage,x_avg_vol_collected_potable,potaprot,x_avg_vol_collected_all,storage,addstoragecont,addstoragecont_type,timewater,x_dist_to_water_point_meters,timeatsource,timeatsourcereason,feelsafe,waterneeedscovered,reasonnotcovered,unsafewater,watercollector_1,watercollector_2,watercollector_3,watercollector_4,watercollector_98,payforwater,cleanfreq,cleanhow_1,cleanhow_2,cleanhow_3,cleanhow_4,cleanhow_5,cleanhow_96,cleanhow_98,washplatform,washplatformuse,washplatformusenot,hwtssampleq,hwtscontainermethod,waterquality,hwtsmakepotable,presencesoap,originsoap_1,originsoap_2,originsoap_3,originsoap_4,originsoap_96,soapusage_1,soapusage_2,soapusage_3,soapusage_4,soapusage_5,soapusage_6,soapusage_96,reasonnosoap,soapreplacer,washhandstime_1,washhandstime_2,washhandstime_3,washhandstime_4,washhandstime_5,washhandstime_6,washhandstime_96,washhandstime_98,washhandswhy_1,washhandswhy_2,washhandswhy_3,washhandswhy_4,washhandswhy_5,washhandswhy_6,washhandswhy_7,washhandswhy_98,washhandsbfeat,washhandsbfeatmat,washhandsbfeatmeth,washhandsbfeatsharebowl,washhandsaflatmat,washdevice,typewashdevice,waterdevice,soapdevice,keymessagesaware,defecateadults,defecatechildren,faeceschildren,defecatebush,defecatebushreason,cleaninglatrine,cleaninglatrinewho_1,cleaninglatrinewho_2,cleaninglatrinewho_3,cleaninglatrinewho_4,cleaninglatrinewho_98,cleaninglatrinematerials,psnlatrineneeds,psnlatrineaccess,latrinetype,latrineused,psnactualaccess,superstructure,toiletslab,latrinefull,latrineclean,opendefecation,latrinelid,handwashstation,waterhandwashstation,soaphandwashstation,bathingfacility,bathingfacilitysatisf,bathingwhere,domesticwaste,domesticwaste_dist,courtclean,abnormalvectors_1,abnormalvectors_2,abnormalvectors_3,abnormalvectors_4,abnormalvectors_96,abnormalvectors_0,courtcleanfrequence,commmeans_1,commmeans_2,commmeans_3,commmeans_4,commmeans_5,commmeans_6,commmeans_7,commmeans_96,commmeans_how,visitchw,commmeeting,ableread,haveradio,havemobile,distrib,nblessfivediarrhea,nbmorefivediarrhea,diarrheawho_1,diarrheawho_2,diarrheawho_3,diarrheawho_4,diarrheawho_96,diarrheadays,diarrheaaction_0,diarrheaaction_1,diarrheaaction_2,diarrheaaction_3,diarrheaaction_4,diarrheaaction_5,diarrheaaction_6,diarrheaaction_7,diarrheaaction_8,diarrheaaction_96,knowledgeors,knowledgesss,illnesscatch_1,illnesscatch_2,illnesscatch_3,illnesscatch_4,illnesscatch_5,illnesscatch_6,illnesscatch_96,illnesscatch_98,illnessprevent_1,illnessprevent_3,illnessprevent_4,illnessprevent_5,illnessprevent_6,illnessprevent_7,illnessprevent_8,illnessprevent_9,illnessprevent_10,illnessprevent_11,illnessprevent_12,illnessprevent_13,illnessprevent_14,illnessprevent_96,illnessprevent_98,nbwomenreprod,interview_woman,consent_menstrual,periodmaterialopt_1,periodmaterialopt_2,periodmaterialopt_3,periodmaterialopt_4,periodmaterialopt_5,periodmaterialopt_6,periodmaterialopt_7,periodmaterialopt_8,periodmaterialopt_96,periodmaterialopt_0,periodmaterialprefered,periodprivhome,periodprivworkschool,toiletpapermhm,womenmhmdisposal,womenmhmdispwash,womenmhmdispsoap,periodmaterialoptbefo_1,periodmaterialoptbefo_2,periodmaterialoptbefo_3,periodmaterialoptbefo_4,periodmaterialoptbefo_5,periodmaterialoptbefo_6,periodmaterialoptbefo_7,periodmaterialoptbefo_0,periodmaterialoptbefo_96,periodmaterialoptbefo_8,womenmhmtaught,womenmhmtaughtwho,womenmhmtaughtenough,femalechildren,femalechildrentaught,femalechildrentaughtage,femalechildrenteach,femalechildrenteachage,femalechildrenteachwho,womenmhmsatisfaction,calc_menstrual_hygiene,experiencedharassment,experiencedharassmentwhere,consentgps,surv_weight
2021-04-27,Nduta Camp,12,Yes,Female,Female 18 to 59 years,Female headed,4,0.25,0,0.5,0,0,0.25,0,No,NA,NA,NA,NA,NA,NA,NA,Primary/Basic,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,3,90,90,90,3,100,30,22.5,22.5,22.5,7.5,Yes,Narrow neck container with cover,1,80,Less than 10 Minutes,NA,Yes,No,Don't have enough storage containers,Yes,1,0,0,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,Yes,Poured,Very good,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Water and soap,By dipping them into a bowl of water,No,Water only,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Daily,1,0,0,0,0,Do not have any,NA,NA,Pit latrine,Yes,NA,Bricks,Plastic,No,Yes,No,No,No,NA,NA,Have a designated shower/bathing facility,Yes,NA,Undesignated open area,2,Yes,1,1,0,0,0,0,Daily,0,0,0,1,0,0,0,0,Home visits from CHWs,No,No,Yes easily,No,No,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Yes,0,0,1,0,0,0,0,0,0,0,"Yes, Reusable pad",Yes,Not applicable,No,In the latrine,NA,NA,0,1,0,0,0,0,0,0,0,0,Yes,Mother,Yes,Yes,No,NA,Yes,5,Mother,Average,0,No,NA,Yes,45.9368421052632
2021-04-27,Nduta Camp,NA,Yes,Male,Female 18 to 59 years,Male headed,1,0,0,NA,0,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,None,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,15,1,50,0,15,0,15,0,No,NA,1,80,Less than 10 Minutes,NA,Yes,No,Don't have enough storage containers,Yes,0,1,0,0,0,No,At least once a week,1,0,0,0,0,0,0,Yes,Yes,NA,No (water unavailable),NA,Very good,"No, we do not treat it before drinking",Yes,1,0,0,0,0,1,1,1,0,0,0,0,NA,Water only,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Water and soap,By dipping them into a bowl of water,No,Water and soap,No,NA,NA,NA,No,Household latrine,NA,NA,No,NA,Weekly,0,1,0,0,0,Have some,NA,NA,Pit latrine,Yes,NA,Bricks,Concrete,No,No,No,No,No,NA,NA,Have a designated shower/bathing facility,Yes,NA,Undesignated open area,2,Yes,1,1,0,0,0,0,Weekly,0,0,0,1,0,0,0,0,Home visits from CHWs,No,No,"No, cannot read",No,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,45.9368421052632
2021-04-27,Nduta Camp,12,Yes,Female,Female 18 to 59 years,Female headed,6,0.3333333333333330,0.16666666666666700,0.16666666666666700,0,0.16666666666666700,0.16666666666666700,0,Yes,0,0,0,1,0,0,0,None,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,3,85,75,85,3,100,25,14.1,12.5,14.1,4.1,No,NA,1,80,Less than 10 Minutes,NA,Yes,No,Don't have enough storage containers,Yes,1,0,0,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,Yes,Poured,Very good,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Water only,By dipping them into a bowl of water,No,Water and soap,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Daily,1,0,0,0,0,Have some,No,Yes,Pit latrine,Yes,NA,Bricks,Concrete,No,Yes,No,No,Yes,Yes,No,Have a designated shower/bathing facility,Yes,NA,Undesignated open area,2,No,1,1,0,0,0,0,More than one time in a week,0,0,0,1,0,0,0,0,Home visits from CHWs,No,No,"No, cannot read",No,No,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Yes,0,0,1,0,0,0,0,0,0,0,"Yes, Reusable pad",Yes,Not applicable,No,In the latrine,NA,NA,1,1,0,0,0,0,0,0,0,0,Yes,Mother,Yes,Yes,No,NA,Yes,4,Mother,Average,0,No,NA,Yes,45.9368421052632
2021-04-27,Nduta Camp,NA,Yes,Female,Female 18 to 59 years,Female headed,10,0.3,0.2,0.1,0,0.3,0.1,0,Yes,0,0,0,1,0,0,0,Primary/Basic,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,3,360,360,360,2,66.6666666666666,40,36,36,36,4,No,NA,1,80,Less than 10 Minutes,NA,Yes,No,Don't have enough storage containers,Yes,1,0,1,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,Yes,Poured,Very good,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Water only,By dipping them into a bowl of water,No,Water only,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Daily,1,0,0,0,0,Do not have any,No,No,Pit latrine,Yes,NA,Bricks,Plastic,Yes,Yes,No,No,Yes,Yes,No,Do not have a designated bathing facility,NA,Bathing outside during the night,Undesignated open area,2,Yes,1,1,0,0,0,0,Daily,0,0,0,1,0,0,0,0,Home visits from CHWs,No,No,Yes easily,No,Yes,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Yes,Yes,0,0,1,0,0,0,0,0,0,0,"Yes, Reusable pad",Yes,Not applicable,No,In the latrine,NA,NA,1,1,0,0,0,0,0,0,0,0,Yes,Mother,Yes,Yes,Yes,4,NA,NA,NA,Bad,0,No,NA,Yes,45.9368421052632
2021-04-23,Nduta Camp,2,Yes,Female,Female 18 to 59 years,Female headed,4,0.5,0,0.25,0,0,0.25,0,No,NA,NA,NA,NA,NA,NA,NA,None,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,3,100,60,100,1,33.3333333333333,20,25,15,25,5,No,NA,3,240,Less than 10 Minutes,NA,Yes,No,Don't have enough storage containers,Yes,1,0,0,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,Yes,Cup dipped (fingers touched the water),Not clear in colour/suspended particles/turbid,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Ash,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Yes,Water only,By dipping them into a bowl of water,No,Water only,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Daily,1,0,0,0,0,Do not have any,NA,NA,Pit latrine,Yes,NA,Bricks,Concrete,Yes,No,No,No,No,NA,NA,Do not have a designated bathing facility,NA,Bathing outside during the night,Undesignated open area,2,No,1,1,0,0,0,0,Daily,0,0,0,1,0,0,0,0,Home visits from CHWs,No,No,"No, cannot read",No,Yes,No,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Yes,0,0,1,0,0,0,1,0,0,0,"Yes, Reusable pad",No,No,No,In the latrine,NA,NA,0,1,0,0,0,0,0,0,0,0,Yes,Mother,Yes,Yes,No,NA,Yes,5,Mother,Bad,0,No,NA,Yes,45.9368421052632
2021-04-23,Nduta Camp,NA,Yes,Female,Female 18 to 59 years,Female headed,1,0,0,0,0,0,NA,0,Yes,1,0,0,0,0,0,0,None,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,2,25,20,25,2,100,20,25,20,25,20,No,NA,1,80,Less than 10 Minutes,NA,Yes,Yes,NA,Yes,1,0,0,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,No (refuse participation),NA,Very good,"No, we do not treat it before drinking",Yes,1,0,0,0,0,1,1,1,0,0,0,0,NA,Water only,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Water and soap,By dipping them into a bowl of water,No,Water and soap,No,NA,NA,NA,No,Household latrine,NA,NA,No,NA,Weekly,1,0,0,0,0,Have some,No,No,Pit latrine,Yes,NA,Bricks,Concrete,No,Yes,No,No,No,NA,NA,Do not have a designated bathing facility,NA,In my neighbor’s latrine (family latrine),Undesignated open area,2,Yes,1,0,1,0,0,0,More than one time in a week,0,0,0,1,0,0,0,0,Home visits from CHWs,No,No,"No, cannot read",No,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,45.9368421052632
2021-04-23,Nduta Camp,4,Yes,Female,Female 18 to 59 years,Female headed,4,0.25,0.5,0,0,0,0.25,0,No,NA,NA,NA,NA,NA,NA,NA,None,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,3,85,15,85,2,66.6666666666666,5,21.2,3.7,21.2,1.2,No,NA,1,80,Less than 10 Minutes,NA,Yes,No,Don't have enough storage containers,Yes,1,0,0,0,0,No,At least once a week,0,0,1,0,0,0,0,Yes,Yes,NA,Yes,Poured,Very good,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Water only,By dipping them into a bowl of water,No,Water only,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Weekly,1,0,0,0,0,Have some,NA,NA,Pit latrine,Yes,NA,Plastic sheeting,Concrete,No,No,No,No,No,NA,NA,Do not have a designated bathing facility,NA,In my neighbor’s latrine (family latrine),Undesignated open area,2,No,1,1,0,0,0,0,More than one time in a week,0,0,0,1,0,0,0,0,Home visits from CHWs,No,No,"No, cannot read",No,No,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Yes,0,0,1,0,0,0,1,0,0,0,"Yes, Reusable pad",No,No,No,In the latrine,NA,NA,1,1,0,0,0,0,0,0,0,0,Yes,Mother,Yes,Yes,No,NA,Yes,4,Mother,Bad,0,No,NA,Yes,45.9368421052632
2021-04-23,Nduta Camp,4,Yes,Male,Male 18 to 59 years,Male headed,4,0.25,0,0.25,0,0.25,0,0,No,NA,NA,NA,NA,NA,NA,NA,None,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,60,0,NA,0,15,0,15,0,No,NA,2,160,Less than 10 Minutes,NA,Yes,No,Don't have enough storage containers,Yes,1,0,0,0,0,No,At least once a week,0,0,0,0,1,0,0,Yes,Yes,NA,Yes,Poured,Very good,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Yes,Water only,By dipping them into a bowl of water,No,Water only,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Daily,1,0,0,0,0,Do not have any,NA,NA,Pit latrine,Yes,NA,Plastic sheeting,Concrete,No,Yes,No,No,No,NA,NA,Do not have a designated bathing facility,NA,In my neighbor’s latrine (family latrine),Undesignated open area,2,No,1,1,0,0,0,0,Daily,0,0,0,1,1,0,0,0,Home visits from CHWs,No,No,"No, cannot read",No,No,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Yes,0,0,1,0,1,0,1,0,0,0,"Yes, Reusable pad",No,Not applicable,No,In the open,NA,NA,1,1,0,0,0,0,0,0,0,0,Yes,Mother,Yes,Yes,No,NA,Yes,6,Mother,Bad,0,No,NA,Yes,45.9368421052632
2021-04-23,Nduta Camp,4,Yes,Female,Female 60+ years,Female headed,4,0.25,0,0,0.25,0,0.25,0.25,Yes,1,0,0,0,0,0,0,None,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,3,80,80,80,2,66.6666666666666,40,20,20,20,10,No,NA,1,80,Less than 10 Minutes,NA,Yes,No,Don't have enough storage containers,Yes,1,0,0,0,0,No,At least once a week,0,0,0,1,0,0,0,Yes,Yes,NA,Yes,Poured,Very good,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,Yes,Water only,By dipping them into a bowl of water,No,Water only,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Weekly,1,0,0,0,0,Have all necessary materials,No,No,Pit latrine,Yes,NA,Bricks,Concrete,No,Yes,No,No,Yes,Yes,No,Do not have a designated bathing facility,NA,In my neighbor’s latrine (family latrine),Household pit,2,No,1,1,0,0,0,0,Daily,0,0,0,1,1,0,0,0,Home visits from CHWs,No,No,"No, cannot read",No,No,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,45.9368421052632
2021-04-23,Nduta Camp,4,Yes,Female,Female 18 to 59 years,Female headed,5,0.4,0.2,0,0,0.2,0.2,0,Yes,0,0,0,0,0,1,0,None,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,100,1,50,0,20,0,20,0,No,NA,2,160,Less than 10 Minutes,NA,Yes,No,Don't have enough storage containers,Yes,1,0,0,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,Yes,Poured,Very good,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Water only,By dipping them into a bowl of water,No,Water only,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Daily,1,0,0,0,0,Do not have any,No,No,Pit latrine,Yes,NA,Bricks,Concrete,No,Yes,No,No,No,NA,NA,Do not have a designated bathing facility,NA,NA,Undesignated open area,2,No,1,0,1,0,0,0,Daily,0,0,0,0,0,0,1,0,Home visits from CHWs,No,No,"No, cannot read",No,Yes,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Yes,Yes,0,0,1,0,0,0,0,0,0,0,"Yes, Reusable pad",Yes,Not applicable,Yes,In the latrine,NA,NA,1,1,0,0,0,0,0,0,0,0,Yes,Mother,No,Yes,No,NA,Yes,5,Mother,Average,0,No,NA,Yes,45.9368421052632
2021-04-23,Nduta Camp,4,Yes,Male,Male 18 to 59 years,Male headed,1,0,0,0,0,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,None,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,3,60,0,60,0,NA,0,60,0,60,0,No,NA,2,160,Less than 10 Minutes,NA,Yes,No,Don't have enough storage containers,Yes,0,1,0,0,0,No,At least once a month,0,0,0,0,1,0,0,Yes,Yes,NA,Yes,Poured,Very good,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Yes,Water only,By dipping them into a bowl of water,No,Water only,No,NA,NA,NA,No,Household latrine,NA,NA,No,NA,No regular interval,0,1,0,0,0,Do not have any,NA,NA,Pit latrine,Yes,NA,Plastic sheeting,Plastic,No,Yes,No,No,No,NA,NA,Do not have a designated bathing facility,NA,Bathing outside during the night,Undesignated open area,2,No,1,1,0,0,0,0,Monthly,0,0,0,0,0,1,0,0,Home visits from CHWs,No,No,"No, cannot read",No,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,45.9368421052632
2021-04-23,Nduta Camp,4,Yes,Female,Female 18 to 59 years,Female headed,7,0.2857142857142860,0.14285714285714300,0.14285714285714300,0,0.2857142857142860,0.14285714285714300,0,No,NA,NA,NA,NA,NA,NA,NA,None,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,2,75,15,75,2,100,5,10.7,2.1,10.7,0.7,No,NA,5,400,Less than 10 Minutes,NA,Yes,No,Don't have enough storage containers,Yes,0,0,1,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,Yes,Poured,Not clear in colour/suspended particles/turbid,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Yes,Water and soap,By dipping them into a bowl of water,No,Water only,No,NA,NA,NA,No,Household latrine,Plastic pot,Collected and disposed in latrine,No,NA,Daily,1,0,1,0,0,Do not have any,NA,NA,Pit latrine,Yes,NA,Plastic sheeting,Concrete,No,Yes,No,No,No,NA,NA,Do not have a designated bathing facility,NA,Bathing outside during the night,Household pit,2,No,1,1,0,0,0,0,Daily,0,0,0,0,1,1,0,0,Home visits from CHWs,No,No,"No, cannot read",No,No,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Yes,Yes,0,0,1,0,1,0,0,0,0,0,"Yes, Reusable pad",No,No,No,In the latrine,NA,NA,1,1,0,0,0,0,0,0,0,0,Yes,Mother,Yes,Yes,Yes,5,NA,NA,NA,Bad,0,No,NA,Yes,45.9368421052632
2021-04-23,Nduta Camp,4,Yes,Female,Female 18 to 59 years,Female headed,6,0.16666666666666700,0.16666666666666700,0.16666666666666700,0,0,0.16666666666666700,0,No,NA,NA,NA,NA,NA,NA,NA,None,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,2,240,240,240,1,50,40,40,40,40,6.6,No,NA,7,560,Less than 10 Minutes,NA,Yes,No,Don't have enough storage containers,Yes,1,0,0,0,0,No,At least once a week,0,0,0,0,1,0,0,Yes,Yes,NA,Yes,Cup dipped (fingers did not touch the water),Not clear in colour/suspended particles/turbid,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,Yes,Water only,By dipping them into a bowl of water,No,Water only,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Daily,1,0,0,0,0,Do not have any,NA,NA,Pit latrine,Yes,NA,Bricks,Concrete,No,No,No,Yes,No,NA,NA,Do not have a designated bathing facility,NA,Bathing outside during the night,Undesignated open area,2,No,1,1,0,0,0,0,More than one time in a week,0,0,0,1,1,0,0,0,Home visits from CHWs,No,No,"No, cannot read",No,No,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Yes,Yes,0,0,1,0,0,0,1,0,0,0,"Yes, Reusable pad",No,Not applicable,No,In the latrine,NA,NA,1,0,0,0,0,0,0,0,0,0,Yes,Mother,Yes,Yes,Yes,6,NA,NA,NA,Average,0,No,NA,Yes,45.9368421052632
